,Unnamed: 0,Unnamed: 0.1,index,season,team,description,gamestate,statF,timeF,shotsF,goalsF,xGF,shotsA,goalsA,xGA,xGD,xGF90,xGA90,team_id
88,88,3,Goal diff < -1,2014,Hull,Hull xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,292,44,5,4.129174706991762,48.0,4.0,6.84101570956409,-2.711841002572328,1.2726908343467758,2.1085322392492056,91
89,89,4,Goal diff > +1,2014,Hull,Hull xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,82,6,0,1.0110797286033628,14.0,1.0,1.2757498128339648,-0.2646700842306018,1.1097216533451546,1.4002132092080102,91
90,90,0,Goal diff +1,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,415,37,3,4.1604297244921336,96.0,5.0,7.944620648398995,-3.784190923906863,0.9022618679621494,1.7229297791708666,92
91,91,1,Goal diff -1,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,891,114,11,12.136557448655367,159.0,12.0,15.462214592844248,-3.3256571441888814,1.2259148938035724,1.5618398578630552,92
92,92,2,Goal diff 0,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1888,229,12,19.605440749321133,277.0,30.0,30.09475191682577,-10.489311167504637,0.9345813916519607,1.4346015214588557,92
93,93,3,Goal diff < -1,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,318,50,2,4.539720576256514,55.0,3.0,5.932765820063652,-1.393045243807137,1.2848265781858057,1.67908466605575,92
94,94,4,Goal diff > +1,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,55,1,0,0.01862272992730141,7.0,3.0,0.9678791728802024,-0.9492564429529012,0.03047355806285685,1.5838022828948768,92
95,95,0,Goal diff +1,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,360,54,4,4.505105108022692,86.0,6.0,7.5905665224418035,-3.0854614144191146,1.1262762770056725,1.8976416306104509,202
96,96,1,Goal diff -1,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,919,168,14,14.38731442578137,153.0,15.0,17.509419699199498,-3.1221052734181285,1.4089861788033986,1.7147418639041947,202
97,97,2,Goal diff 0,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1752,225,14,22.278156784828752,275.0,38.0,30.422777283471078,-8.144620498642325,1.1444258622343535,1.562813901548172,202
98,98,3,Goal diff < -1,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,403,72,8,7.078672705218196,79.0,13.0,11.947466243058445,-4.868793537840247,1.5808450210164706,2.6681686398889823,202
99,99,4,Goal diff > +1,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,135,19,2,2.1930866017937656,33.0,1.0,2.5224258052185182,-0.32933920342475176,1.4620577345291774,1.6816172034790118,202
100,0,0,Goal diff +1,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Goal diff +1,Goal diff +1,189,16,2,1.132804871536791,39.0,6.0,3.0090373978018765,-1.8762325262650847,0.5394308912079958,1.4328749513342267,71
101,1,1,Goal diff -1,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Goal diff -1,Goal diff -1,937,118,7,9.744235511869194,132.0,22.0,18.008624619804326,-8.264389107935129,0.9359457802222276,1.729750497099668,71
102,2,2,Goal diff 0,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Goal diff 0,Goal diff 0,1878,168,9,12.637835613451898,242.0,34.0,27.92355148866773,-15.285715875215828,0.6056470741270877,1.3381893684665045,71
103,3,3,Goal diff < -1,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Goal diff < -1,Goal diff < -1,533,78,9,5.870112664066255,80.0,13.0,13.47380482312292,-7.603692159056663,0.9912010126941144,2.2751265179757274,71
104,4,4,Goal diff > +1,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Goal diff > +1,Goal diff > +1,46,3,0,0.3007746934890747,11.0,1.0,0.9243249613791704,-0.6235502678900957,0.588472226391668,1.8084618809592463,71
105,5,0,Goal diff +1,2015,Everton,Everton xG stats for the 2015/2016 season ,Goal diff +1,Goal diff +1,421,65,13,8.607848912477492,72.0,12.0,8.34341605938971,0.2644328530877829,1.8401577247576588,1.783628136211577,72
106,6,1,Goal diff -1,2015,Everton,Everton xG stats for the 2015/2016 season ,Goal diff -1,Goal diff -1,508,105,10,11.714403140358627,55.0,9.0,7.632209519855678,4.082193620502949,2.0753863831344024,1.3521631039114388,72
107,7,2,Goal diff 0,2015,Everton,Everton xG stats for the 2015/2016 season ,Goal diff 0,Goal diff 0,1936,226,23,22.99979505874217,287.0,23.0,27.48129058815539,-4.4814955294132215,1.0692053488051625,1.277539335193174,72
108,8,3,Goal diff < -1,2015,Everton,Everton xG stats for the 2015/2016 season ,Goal diff < -1,Goal diff < -1,299,43,4,4.183114692568779,65.0,5.0,7.464079733937979,-3.2809650413692,1.2591315128133451,2.2467129633927025,72
